name,username,is_verified,body,media-header,text,date,stats,timeline_item,url
,,,,,,,,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht2 Oct 2022#indigenomics#indigenouseconomyJ.I.F.F.@insurgenthought2 Oct 2022European colonialism is apparently over yet France receives a ""colonial tax"" from 14 former colonies in Africa to then loan them back their own money with high interests so they can give gov't contracts to French companies. If this isn't neo-colonialism, then what do we call it?12","Carol Anne Hilton, MBA@Hesquiaht2 Oct 2022",#indigenomics#indigenouseconomy,2 Oct 2022,12,,
Coast Funds,@coastfunds,,"Coast Funds@coastfunds1 Oct 2022“I think [West Sea Otter] helped open up people’s eyes to possibilities, that people can grow, can make their own business, and their own livelihood.” —owner Danielle Shaw on the success of West Sea Otter Water Taxi in Wuikinuxv territory.ow.ly/zg5p50w4tnx#Indigenomics3",Coast Funds@coastfunds1 Oct 2022,"“I think [West Sea Otter] helped open up people’s eyes to possibilities, that people can grow, can make their own business, and their own livelihood.” —owner Danielle Shaw on the success of West Sea Otter Water Taxi in Wuikinuxv territory.ow.ly/zg5p50w4tnx#Indigenomics",1 Oct 2022,3,,
BearsLair_TV,@BearslairT,,BearsLair_TV@BearslairT1 Oct 2022Thank you to our Thunderbird Sponsor: The National Aboriginal Capital Corporations Association (NACCA) is the umbrella organization for a network of over 50 Aboriginal Financial Institutions (AFIs) across Canada.#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics,BearsLair_TV@BearslairT1 Oct 2022,Thank you to our Thunderbird Sponsor: The National Aboriginal Capital Corporations Association (NACCA) is the umbrella organization for a network of over 50 Aboriginal Financial Institutions (AFIs) across Canada.#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics,1 Oct 2022,,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson1 Oct 2022Regina’s Carbon RX looks to Indigenous communities to capture carbon -@CarbonRXis looking to partner with Indigenous communities to naturally sequester carbon, providing economic and environmental benefits.#Indigenomicsleaderpost.com/news/local-ne…12",Don Richardson@Don_Richardson1 Oct 2022,"Regina’s Carbon RX looks to Indigenous communities to capture carbon -@CarbonRXis looking to partner with Indigenous communities to naturally sequester carbon, providing economic and environmental benefits.#Indigenomicsleaderpost.com/news/local-ne…",1 Oct 2022,12,,
Pavan Sodhan,@PSodhan,,"Pavan Sodhan@PSodhan30 Sep 2022Combining her millennia-long family tradition of caring for all members of an Indigenous society with training in modern capitalistic functioning, the author founded the#Indigenomicsway of thinking to counteract the harms that colonial violence has perpetrated in Canada

2/511",Pavan Sodhan@PSodhan30 Sep 2022,"Combining her millennia-long family tradition of caring for all members of an Indigenous society with training in modern capitalistic functioning, the author founded the#Indigenomicsway of thinking to counteract the harms that colonial violence has perpetrated in Canada

2/5",30 Sep 2022,11,,
Jaimie Boyd,@jaimieboyd,,"Jaimie Boyd@jaimieboyd30 Sep 2022For#NDTRtoday I was lucky to have space and time to reflect and remember the children. I went for a trail run in one of my favourite places and learnt about#indigenomics- fabulous book! 

So grateful to get to live and play in this beautiful place.1",Jaimie Boyd@jaimieboyd30 Sep 2022,"For#NDTRtoday I was lucky to have space and time to reflect and remember the children. I went for a trail run in one of my favourite places and learnt about#indigenomics- fabulous book! 

So grateful to get to live and play in this beautiful place.",30 Sep 2022,1,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht30 Sep 2022Which banks are financing the clean energy transition?corporateknights.com/ranking…Three cheers to the tremendous leadership of@Vancity#Vancity#YVR#impact#finance#sustainable#indigenomicsin action4","Carol Anne Hilton, MBA@Hesquiaht30 Sep 2022",Which banks are financing the clean energy transition?corporateknights.com/ranking…Three cheers to the tremendous leadership of@Vancity#Vancity#YVR#impact#finance#sustainable#indigenomicsin action,30 Sep 2022,4,,
BearsLair_TV,@BearslairT,,BearsLair_TV@BearslairT29 Sep 2022Thank you for being a Thunderbird sponsor. Securiguard Services Limited has been at the forefront of the asset protection arena for almost 50 years.#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#Indigenouswomen#aboriginal#indigenousentrepreneurs1,BearsLair_TV@BearslairT29 Sep 2022,Thank you for being a Thunderbird sponsor. Securiguard Services Limited has been at the forefront of the asset protection arena for almost 50 years.#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#Indigenouswomen#aboriginal#indigenousentrepreneurs,29 Sep 2022,1,,
BearsLair_TV,@BearslairT,,"BearsLair_TV@BearslairT29 Sep 2022Thank you for being a Thunderbird sponsor. Moneris is Canada’s largest provider of innovative solutions for mobile, online and in-store payments.#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#Indigenouswomen#aboriginal#indigenousentrepreneurs",BearsLair_TV@BearslairT29 Sep 2022,"Thank you for being a Thunderbird sponsor. Moneris is Canada’s largest provider of innovative solutions for mobile, online and in-store payments.#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#Indigenouswomen#aboriginal#indigenousentrepreneurs",29 Sep 2022,,,
