name,username,is_verified,body,media-header,text,date,stats,timeline_item,url
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht27 Apr 2022#indigenomicsin action#indigenouseconomy#100billionJohn Horgan@jjhorgan27 Apr 2022This is about moving away from the short-term transactional approach of the past, and supporting Indigenous Peoples’ right to self-determination.

Together, we can make sure all the opportunities and economic benefits are shared – today and for future generations.13","Carol Anne Hilton, MBA@Hesquiaht27 Apr 2022",#indigenomicsin action#indigenouseconomy#100billion,27 Apr 2022,13,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht27 Apr 2022#indigenomicsin actionUBCIC@UBCIC27 Apr 2022""The UBCIC has been calling on the Province to work with First Nations on a jointly designed approach to forest and range decisions in their respective territories for more than a decade, and we are encouraged that this work is moving forward."" GCSPnews.gov.bc.ca/releases/2022…12","Carol Anne Hilton, MBA@Hesquiaht27 Apr 2022",#indigenomicsin action,27 Apr 2022,12,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht27 Apr 2022Let’s build! Get ready for the Economic Reconciliation RoadMap Design Session at the ‘Activating the financial architecture of the 100 billion Indigenous economy forum! With@FNFMB, the@theFNFAand the First Nations Tax Commission#indigenomicsindigenomicsinstitute.com286","Carol Anne Hilton, MBA@Hesquiaht27 Apr 2022","Let’s build! Get ready for the Economic Reconciliation RoadMap Design Session at the ‘Activating the financial architecture of the 100 billion Indigenous economy forum! With@FNFMB, the@theFNFAand the First Nations Tax Commission#indigenomicsindigenomicsinstitute.com",27 Apr 2022,286,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht27 Apr 2022Registration is filling up for the Indigenomics Design Conference ‘Activating the financial architecture of the 100 billion dollar Indigenous economy’#indigenomics#indigenouseconomy#100billion#canecon#cdnecon#cdnbiz#cdnpoli24","Carol Anne Hilton, MBA@Hesquiaht27 Apr 2022",Registration is filling up for the Indigenomics Design Conference ‘Activating the financial architecture of the 100 billion dollar Indigenous economy’#indigenomics#indigenouseconomy#100billion#canecon#cdnecon#cdnbiz#cdnpoli,27 Apr 2022,24,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson27 Apr 2022Aerial planting: BC First Nations company trialling reforestation with drones -@DroneSeeddrones allow for quick and safe tree planting in areas where rapid reforestation is needed, or traditional tree-planting may be difficultwoodbusiness.ca/?p=93956#Indigenomics12114",Don Richardson@Don_Richardson27 Apr 2022,"Aerial planting: BC First Nations company trialling reforestation with drones -@DroneSeeddrones allow for quick and safe tree planting in areas where rapid reforestation is needed, or traditional tree-planting may be difficultwoodbusiness.ca/?p=93956#Indigenomics",27 Apr 2022,12114,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht26 Apr 2022#indigenomics#indigenouseconomy#100billionBIV News@BIVnews26 Apr 2022Fort Nelson FN propose super green hydrogen plant - Resources & Agriculture | Business in Vancouverbiv.com/article/2022/04/fort…via@BIVnews13","Carol Anne Hilton, MBA@Hesquiaht26 Apr 2022",#indigenomics#indigenouseconomy#100billion,26 Apr 2022,13,,
Loa Fridfinnson,@Activ8Inc,,"Loa Fridfinnson@Activ8Inc26 Apr 2022Attention#Indigenous#Jobseekers! The#IndigenousVirtual Job Fair is happening on Wed, April 27th.  Check it out! You never know where your next career move will come from! ✨ow.ly/fT4O50ISWeM#Indigenousbusiness#Indigenomics#IndigenousYouth#Inclusity",Loa Fridfinnson@Activ8Inc26 Apr 2022,"Attention#Indigenous#Jobseekers! The#IndigenousVirtual Job Fair is happening on Wed, April 27th.  Check it out! You never know where your next career move will come from! ✨ow.ly/fT4O50ISWeM#Indigenousbusiness#Indigenomics#IndigenousYouth#Inclusity",26 Apr 2022,,,
Don Richardson,@Don_Richardson,,Don Richardson@Don_Richardson26 Apr 2022Indigenous hockey apparel company uplifting young Indigenous hockey players - Smudge The Blades provides Indigenous youth with financial support to pursue hockey and higher education#Indigenomicscfweradio.ca/news/alberta-ne…11,Don Richardson@Don_Richardson26 Apr 2022,Indigenous hockey apparel company uplifting young Indigenous hockey players - Smudge The Blades provides Indigenous youth with financial support to pursue hockey and higher education#Indigenomicscfweradio.ca/news/alberta-ne…,26 Apr 2022,11,,
Don Richardson,@Don_Richardson,,Don Richardson@Don_Richardson26 Apr 2022Replying to@NRCan@GCIndigenous@environmentca#Indigenomics,Don Richardson@Don_Richardson26 Apr 2022,#Indigenomics,26 Apr 2022,,,
Shared Value Solutions,@SharedValueCA,,"Shared Value Solutions@SharedValueCA25 Apr 2022With these investments, Indigenous Tourism Alberta expects to help create, maintain, or expand 45 Indigenous businesses and 100 jobs, while TELUS Spark Centre expects its project to attract over 19,000 visitors by 2023.thestar.com/news/canada/2022…#Indigenomics",Shared Value Solutions@SharedValueCA25 Apr 2022,"With these investments, Indigenous Tourism Alberta expects to help create, maintain, or expand 45 Indigenous businesses and 100 jobs, while TELUS Spark Centre expects its project to attract over 19,000 visitors by 2023.thestar.com/news/canada/2022…#Indigenomics",25 Apr 2022,,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson25 Apr 2022@NexGenEnergy_Signs Impact Benefit Agreement with Clearwater River Dene Nation - the IBA covers all phases of the Rook I Project which hosts the 100% owned Arrow uranium deposit 
in the southwestern Athabasca Basin, Saskatchewanfinance.yahoo.com/news/nexge…#Indigenomics1",Don Richardson@Don_Richardson25 Apr 2022,"@NexGenEnergy_Signs Impact Benefit Agreement with Clearwater River Dene Nation - the IBA covers all phases of the Rook I Project which hosts the 100% owned Arrow uranium deposit 
in the southwestern Athabasca Basin, Saskatchewanfinance.yahoo.com/news/nexge…#Indigenomics",25 Apr 2022,1,,
