name,username,is_verified,body,media-header,text,date,stats,timeline_item,url
CascadiaSeaweed,@CascadiaSeaweed,,"CascadiaSeaweed@CascadiaSeaweed20 May 2022Cascadia representatives, Mike and Rob are in Vancouver for the  Indigenomics event. This is an opportunity to participate in discussions about resources and policies in support of developing Indigenous businesses.#indigenomics#UNDRIP23",CascadiaSeaweed@CascadiaSeaweed20 May 2022,"Cascadia representatives, Mike and Rob are in Vancouver for the  Indigenomics event. This is an opportunity to participate in discussions about resources and policies in support of developing Indigenous businesses.#indigenomics#UNDRIP",20 May 2022,23,,
Leah Nguyen (she/her),@leahinyvr,,Leah Nguyen (she/her)@leahinyvr20 May 2022“Who wants to play#indigenomicswith me?” -@HesquiahtA great first day at the Indigenomics by Design conference on how to unlock the $100B Indigenous economy. Bonus: the chance to play with LEGO! 🧱#advancereconciliation#innovation#legoseriousplay14,Leah Nguyen (she/her)@leahinyvr20 May 2022,“Who wants to play#indigenomicswith me?” -@HesquiahtA great first day at the Indigenomics by Design conference on how to unlock the $100B Indigenous economy. Bonus: the chance to play with LEGO! 🧱#advancereconciliation#innovation#legoseriousplay,20 May 2022,14,,
Mandy Gull Masty,@Mandyingaround,,Mandy Gull Masty@Mandyingaround20 May 2022Absolutely stellar keynote delivered by@RomeoSaganashon the economic implications of Implementing UNDRIP. Impressed by the Indigenomics Institute and tough questions they are asking about indigenous economies in Canada#indigenomics#carolannhilton512,Mandy Gull Masty@Mandyingaround20 May 2022,Absolutely stellar keynote delivered by@RomeoSaganashon the economic implications of Implementing UNDRIP. Impressed by the Indigenomics Institute and tough questions they are asking about indigenous economies in Canada#indigenomics#carolannhilton,20 May 2022,512,,
newsocietypub,@NewSocietyPub,,newsocietypub@NewSocietyPub20 May 2022“This isn’t about me. Indigenomics actually has a spirit” Carol Anne Hilton  founder of Indigenous By Design Conference and the author of#indigenomics@Hesquiaht1,newsocietypub@NewSocietyPub20 May 2022,“This isn’t about me. Indigenomics actually has a spirit” Carol Anne Hilton  founder of Indigenous By Design Conference and the author of#indigenomics@Hesquiaht,20 May 2022,1,,
Georgia May,@HeiltsukArtisan,,Georgia May@HeiltsukArtisan19 May 2022“Managing prosperity not government programs which is managing poverty” -Earnie Daniels#indigenomics#yvr1,Georgia May@HeiltsukArtisan19 May 2022,“Managing prosperity not government programs which is managing poverty” -Earnie Daniels#indigenomics#yvr,19 May 2022,1,,
newsocietypub,@NewSocietyPub,,newsocietypub@NewSocietyPub19 May 2022Indigenomics by Design 2022#indigenomicsRoadmaps to enable greater prosperity and self-determination@Hesquiaht12,newsocietypub@NewSocietyPub19 May 2022,Indigenomics by Design 2022#indigenomicsRoadmaps to enable greater prosperity and self-determination@Hesquiaht,19 May 2022,12,,
colette murphy,@colette_murphy,,"colette murphy@colette_murphy19 May 2022@DukePeltierclosed out the morning with a discussion to make right historic and ongoing wrongs related to the Robinson Huron Treaty. A substantive, challenging morning#indigenomics2022.511",colette murphy@colette_murphy19 May 2022,"@DukePeltierclosed out the morning with a discussion to make right historic and ongoing wrongs related to the Robinson Huron Treaty. A substantive, challenging morning#indigenomics2022.",19 May 2022,511,,
colette murphy,@colette_murphy,,colette murphy@colette_murphy19 May 2022#Indigenomics2022 kicks off with@Hesquiahtchallenging Indian Act economics and sharing a vision of rebuilding and design of Indigenous economies.@RomeoSaganashfollowed on the economic implications of implementing#UNDRIP.1513,colette murphy@colette_murphy19 May 2022,#Indigenomics2022 kicks off with@Hesquiahtchallenging Indian Act economics and sharing a vision of rebuilding and design of Indigenous economies.@RomeoSaganashfollowed on the economic implications of implementing#UNDRIP.,19 May 2022,1513,,
Buffalo (yutl'ólem/they/iel),@SupaNativ,,"Buffalo (yutl'ólem/they/iel)@SupaNativ19 May 2022I asked@RomeoSaganasha question after his keynote address, he answered thoughtfully and honestly.#Indigenomics#supanativsaga#IndigenousRenaissance12",Buffalo (yutl'ólem/they/iel)@SupaNativ19 May 2022,"I asked@RomeoSaganasha question after his keynote address, he answered thoughtfully and honestly.#Indigenomics#supanativsaga#IndigenousRenaissance",19 May 2022,12,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht19 May 2022The#IndigenomicsStore is live!Www.indigenomicsinstitute.co…proceeds go to Indigenous student scholarships in finance, commerce, and business programs45","Carol Anne Hilton, MBA@Hesquiaht19 May 2022","The#IndigenomicsStore is live!Www.indigenomicsinstitute.co…proceeds go to Indigenous student scholarships in finance, commerce, and business programs",19 May 2022,45,,
