name,username,is_verified,body,media-header,text,date,stats,timeline_item,url
,,,,,,,,,
Don Richardson,@Don_Richardson,,Don Richardson@Don_Richardson1 Feb 2022New report recommends that BC First Nations gain control of mining in Indigenous territorywellandtribune.ca/ts/news/ca…#Indigenomics,Don Richardson@Don_Richardson1 Feb 2022,New report recommends that BC First Nations gain control of mining in Indigenous territorywellandtribune.ca/ts/news/ca…#Indigenomics,1 Feb 2022,,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht31 Jan 2022#indigenomicsin action#indigenouseconomy#100billion#bcpoli#bcecon#canecon#UNRIP#DRIPABill Gallagher@ResourceRulers31 Jan 2022.@NorthernMiner@the_PDACFNs assert control over mining

RR says it's quite the report -  uses#UNDRIPlaws to assert#sovereigntyover mining - from staking to decommissioning

Introduces#Indigenoustitle vs#Aboriginaltitle - lots of thought went into this - major challenge1","Carol Anne Hilton, MBA@Hesquiaht31 Jan 2022",#indigenomicsin action#indigenouseconomy#100billion#bcpoli#bcecon#canecon#UNRIP#DRIPA,31 Jan 2022,1,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht31 Jan 2022Love this! Love based Indigenous economic theory and practice!#indigenomics39","Carol Anne Hilton, MBA@Hesquiaht31 Jan 2022",Love this! Love based Indigenous economic theory and practice!#indigenomics,31 Jan 2022,39,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson31 Jan 2022Tour operators in Thaidene Nëné National Park Reserve poised for post-pandemic boom - Lodge owned by Łutsel K'e Dene First Nation, currently booking into 2023#Indigenomicscbc.ca/news/canada/north/tha…",Don Richardson@Don_Richardson31 Jan 2022,"Tour operators in Thaidene Nëné National Park Reserve poised for post-pandemic boom - Lodge owned by Łutsel K'e Dene First Nation, currently booking into 2023#Indigenomicscbc.ca/news/canada/north/tha…",31 Jan 2022,,,
Don Richardson,@Don_Richardson,,Don Richardson@Don_Richardson31 Jan 2022Indigenous coalition goes head-to-head against oil giants to build Alberta carbon capture complex - Provincial government will chose the first winning bid in March#Indigenomicscbc.ca/news/business/bakx-fr…,Don Richardson@Don_Richardson31 Jan 2022,Indigenous coalition goes head-to-head against oil giants to build Alberta carbon capture complex - Provincial government will chose the first winning bid in March#Indigenomicscbc.ca/news/business/bakx-fr…,31 Jan 2022,,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht30 Jan 2022Will First Nations be shut out, or lead Canada’s ‘blue economy’? Leaders weigh DFO mandate letter from Trudeauhashilthsa.com/news/2022-01-…#indigenomics#indigenouseconomy#100billion@ResourceRulers23","Carol Anne Hilton, MBA@Hesquiaht30 Jan 2022","Will First Nations be shut out, or lead Canada’s ‘blue economy’? Leaders weigh DFO mandate letter from Trudeauhashilthsa.com/news/2022-01-…#indigenomics#indigenouseconomy#100billion@ResourceRulers",30 Jan 2022,23,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson29 Jan 2022Biigtigong Nishnaabeg First Nation says mining agreement ensures fair share for First Nation - Generation Mining plans to build a $655 million open pit mine just north of Marathon, Ontario#Indigenomicstheturtleislandnews.com/inde…",Don Richardson@Don_Richardson29 Jan 2022,"Biigtigong Nishnaabeg First Nation says mining agreement ensures fair share for First Nation - Generation Mining plans to build a $655 million open pit mine just north of Marathon, Ontario#Indigenomicstheturtleislandnews.com/inde…",29 Jan 2022,,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht28 Jan 2022Early Bird Rate available until February 18th for the#IndigenomicsDesign Conference 2022 -  'Activating the Financial Architecture of the 100 billion dollar Indigenous Economy'#indigenouseconomy#indigenousprosperityindigenomics.events/store/p5…","Carol Anne Hilton, MBA@Hesquiaht28 Jan 2022",Early Bird Rate available until February 18th for the#IndigenomicsDesign Conference 2022 -  'Activating the Financial Architecture of the 100 billion dollar Indigenous Economy'#indigenouseconomy#indigenousprosperityindigenomics.events/store/p5…,28 Jan 2022,,,
Loa Fridfinnson,@Activ8Inc,,Loa Fridfinnson@Activ8Inc28 Jan 2022Indigenous-owned restaurant opening new YVR locationow.ly/1iR850HH3vs#Indigenousbusiness#Indigenousculture#Indigenousrestaurant#Indigenousfood#Indigenousentrepreneurs#Indigenomics#Vancouver1,Loa Fridfinnson@Activ8Inc28 Jan 2022,Indigenous-owned restaurant opening new YVR locationow.ly/1iR850HH3vs#Indigenousbusiness#Indigenousculture#Indigenousrestaurant#Indigenousfood#Indigenousentrepreneurs#Indigenomics#Vancouver,28 Jan 2022,1,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht28 Jan 2022Canada is in a legal & an economic relationship w/ Indigenous peoples. Will#Canadastep up to the necessity of the Indigenous relationship? Stay tuned!#indigenomics#indigenouseconomy#100billion#EV#canecon#ontecon@MarcMillerVM@PattyHajdu#criticalminerals#FPIC#UNDRIPBill Gallagher@ResourceRulers28 Jan 2022.@Hesquiaht#predictionsRR predicts Canada (notably Ontario) will completely miss-out on the battery EV revolution on account of incompetence on the road to resources

RR also predicts no more major infrastructure will be built in foreseeable future (that's not underway now)18","Carol Anne Hilton, MBA@Hesquiaht28 Jan 2022",Canada is in a legal & an economic relationship w/ Indigenous peoples. Will#Canadastep up to the necessity of the Indigenous relationship? Stay tuned!#indigenomics#indigenouseconomy#100billion#EV#canecon#ontecon@MarcMillerVM@PattyHajdu#criticalminerals#FPIC#UNDRIP,28 Jan 2022,18,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht28 Jan 2022Canada cannot be a player in critical minerals without Indigenous consent.#powershift~ time to get it right or really really wrong.#indigenomicsin action#indigenouseconomy#100billion#canecon#ontecon#ringoffire#Canada@MarcMillerVM@PattyHajduBill Gallagher@ResourceRulers28 Jan 2022.@northernminer@the_PDACRing of Fire update (CBC version) Here's the iceberg we can all see - but the real story is why the Osgoode lawyers have turned against the Feds after being brought on board as the eco-celebrities that they see themselves to be!cbc.ca/news/canada/thunder-b…315","Carol Anne Hilton, MBA@Hesquiaht28 Jan 2022",Canada cannot be a player in critical minerals without Indigenous consent.#powershift~ time to get it right or really really wrong.#indigenomicsin action#indigenouseconomy#100billion#canecon#ontecon#ringoffire#Canada@MarcMillerVM@PattyHajdu,28 Jan 2022,315,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson28 Jan 2022First Nations in Alberta band together to form investment partnership - Alexis Nakota Sioux Nation, Enoch Cree Nation, Paul First Nation and Alexander First Nation pursue ownership of major projectswindspeaker.com/news/windspe…#Indigenomics",Don Richardson@Don_Richardson28 Jan 2022,"First Nations in Alberta band together to form investment partnership - Alexis Nakota Sioux Nation, Enoch Cree Nation, Paul First Nation and Alexander First Nation pursue ownership of major projectswindspeaker.com/news/windspe…#Indigenomics",28 Jan 2022,,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson28 Jan 2022First Nations Energy and Mining Council@BCFNEMC, backed by@UBCICand@BCAFN, issues report with 25 recommendations that, if implemented, would require complete overhaul of BC Mines and Mineral Tenure Act to conform to#UNDRIP#DRIPA#FPICbiv.com/article/2022/01/firs…#Indigenomics",Don Richardson@Don_Richardson28 Jan 2022,"First Nations Energy and Mining Council@BCFNEMC, backed by@UBCICand@BCAFN, issues report with 25 recommendations that, if implemented, would require complete overhaul of BC Mines and Mineral Tenure Act to conform to#UNDRIP#DRIPA#FPICbiv.com/article/2022/01/firs…#Indigenomics",28 Jan 2022,,,
