name,username,is_verified,body,media-header,text,date,stats,timeline_item,url
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht21 Sep 2022Come check out Yolonda Skelton designs at the#IndigenomicsSHE fashion show produced by Supernaturals Modelling!Www.indigenomicsinstitute.co…#indigenousentrepreneur#indigenousfashion#100billionEvent is 50% sold out! Register today atindigenomicsinstitute.com24","Carol Anne Hilton, MBA@Hesquiaht21 Sep 2022",Come check out Yolonda Skelton designs at the#IndigenomicsSHE fashion show produced by Supernaturals Modelling!Www.indigenomicsinstitute.co…#indigenousentrepreneur#indigenousfashion#100billionEvent is 50% sold out! Register today atindigenomicsinstitute.com,21 Sep 2022,24,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson19 Sep 2022Fully operational: Nation Rise Wind Farm now majority-owned by Algonquins of Pikwakanagan First Nation - 100-megawatt, 29-turbine will have a majority stake in the estimated $450-million project#Indigenomicsfarmersforum.com/fully-opera…1",Don Richardson@Don_Richardson19 Sep 2022,"Fully operational: Nation Rise Wind Farm now majority-owned by Algonquins of Pikwakanagan First Nation - 100-megawatt, 29-turbine will have a majority stake in the estimated $450-million project#Indigenomicsfarmersforum.com/fully-opera…",19 Sep 2022,1,,
BearsLair_TV,@BearslairT,,BearsLair_TV@BearslairT19 Sep 2022Watch out behind the scenes with this weeks guest judge Karen Fritz from Ontario Power Generation#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#Indigenouswomen#aboriginal#indigenousentrepreneurspiped.video/wtSrc_2T1Hw1,BearsLair_TV@BearslairT19 Sep 2022,Watch out behind the scenes with this weeks guest judge Karen Fritz from Ontario Power Generation#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#Indigenouswomen#aboriginal#indigenousentrepreneurspiped.video/wtSrc_2T1Hw,19 Sep 2022,1,,
BearsLair_TV,@BearslairT,,BearsLair_TV@BearslairT17 Sep 2022Meet out episode 2 guest judge John Gailus | Founder & Partner DGW Law#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#Indigenouswomen#aboriginal#indigenousentrepreneursEnable hls playback0,BearsLair_TV@BearslairT17 Sep 2022,Meet out episode 2 guest judge John Gailus | Founder & Partner DGW Law#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#Indigenouswomen#aboriginal#indigenousentrepreneurs,17 Sep 2022,0,,
BearsLair_TV,@BearslairT,,BearsLair_TV@BearslairT16 Sep 2022Tune in to@APTNtvthis Sunday and see these incredible Indigenous Women entrepreneurs compete!#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#Indigenouswomen#aboriginal#indigenousentrepreneurs1,BearsLair_TV@BearslairT16 Sep 2022,Tune in to@APTNtvthis Sunday and see these incredible Indigenous Women entrepreneurs compete!#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#Indigenouswomen#aboriginal#indigenousentrepreneurs,16 Sep 2022,1,,
Nisto,@getnisto,,Nisto@getnisto16 Sep 2022Huge#indigenomicsnews! Congrats on launching Raven Fund II@Raven_Capital🚀saghq.io/raven-raising3,Nisto@getnisto16 Sep 2022,Huge#indigenomicsnews! Congrats on launching Raven Fund II@Raven_Capital🚀saghq.io/raven-raising,16 Sep 2022,3,,
BearsLair_TV,@BearslairT,,BearsLair_TV@BearslairT16 Sep 2022Join the core judges this Sunday on zoom to watch episode 2 live!eventbrite.ca/e/417485609697#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#Indigenouswomen#aboriginal#indigenousentrepreneurs@ccab_national,BearsLair_TV@BearslairT16 Sep 2022,Join the core judges this Sunday on zoom to watch episode 2 live!eventbrite.ca/e/417485609697#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#Indigenouswomen#aboriginal#indigenousentrepreneurs@ccab_national,16 Sep 2022,,,
Raven Indigenous Capital Partners,@Raven_Capital,,Raven Indigenous Capital Partners@Raven_Capital15 Sep 2022We are excited and honoured to be raising a second fund of $75 million to scale Indigenous enterprises that are creating wellbeing across Turtle Island✨lnkd.in/gc5TR82V👀#indigenousbusiness#impactinvesting#indigenousinnovation#Indigenomics314133,Raven Indigenous Capital Partners@Raven_Capital15 Sep 2022,We are excited and honoured to be raising a second fund of $75 million to scale Indigenous enterprises that are creating wellbeing across Turtle Island✨lnkd.in/gc5TR82V👀#indigenousbusiness#impactinvesting#indigenousinnovation#Indigenomics,15 Sep 2022,314133,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson15 Sep 2022#IndigenomicsHeather Exner-Pirot@ExnerPirot15 Sep 2022This is the way forward. 
Ontario strikes deal with Stellantis, Indigenous coalition on EV pushfinancialpost.com/commoditie…1",Don Richardson@Don_Richardson15 Sep 2022,#Indigenomics,15 Sep 2022,1,,
DGW Law Corporation,@DGW_Law,,DGW Law Corporation@DGW_Law14 Sep 2022This Sunday! Episode 2 of @BearsLairTV airs on@APTNtvwith guest judge@DGW_Law's very own John Gailus!#Indigenous#IndigenousEntrepreneur#entrepreneur#bearslair#indigenomics#AboriginalLaw#contest#supportindigenous#supportindigenousbusinessThis tweet is unavailable13,DGW Law Corporation@DGW_Law14 Sep 2022,This Sunday! Episode 2 of @BearsLairTV airs on@APTNtvwith guest judge@DGW_Law's very own John Gailus!#Indigenous#IndigenousEntrepreneur#entrepreneur#bearslair#indigenomics#AboriginalLaw#contest#supportindigenous#supportindigenousbusiness,14 Sep 2022,13,,
